,1 SFG_L_7_1,2 SFG_R_7_1,3 SFG_L_7_2,4 SFG_R_7_2,5 SFG_L_7_3,6 SFG_R_7_3,7 SFG_L_7_4,8 SFG_R_7_4,9 SFG_L_7_5,10 SFG_R_7_5,11 SFG_L_7_6,12 SFG_R_7_6,13 SFG_L_7_7,14 SFG_R_7_7,15 MFG_L_7_1,16 MFG_R_7_1,17 MFG_L_7_2,18 MFG_R_7_2,19 MFG_L_7_3,20 MFG_R_7_3,21 MFG_L_7_4,22 MFG_R_7_4,23 MFG_L_7_5,24 MFG_R_7_5,25 MFG_L_7_6,26 MFG_R_7_6,27 MFG_L_7_7,28 MFG_R_7_7,29 IFG_L_6_1,30 IFG_R_6_1,31 IFG_L_6_2,32 IFG_R_6_2,33 IFG_L_6_3,34 IFG_R_6_3,35 IFG_L_6_4,36 IFG_R_6_4,37 IFG_L_6_5,38 IFG_R_6_5,39 IFG_L_6_6,40 IFG_R_6_6,41 OrG_L_6_1,42 OrG_R_6_1,43 OrG_L_6_2,44 OrG_R_6_2,45 OrG_L_6_3,46 OrG_R_6_3,47 OrG_L_6_4,48 OrG_R_6_4,49 OrG_L_6_5,50 OrG_R_6_5,51 OrG_L_6_6,52 OrG_R_6_6,53 PrG_L_6_1,54 PrG_R_6_1,55 PrG_L_6_2,56 PrG_R_6_2,57 PrG_L_6_3,58 PrG_R_6_3,59 PrG_L_6_4,60 PrG_R_6_4,61 PrG_L_6_5,62 PrG_R_6_5,63 PrG_L_6_6,64 PrG_R_6_6,65 PCL_L_2_1,66 PCL_R_2_1,67 PCL_L_2_2,68 PCL_R_2_2,69 STG_L_6_1,70 STG_R_6_1,71 STG_L_6_2,72 STG_R_6_2,73 STG_L_6_3,74 STG_R_6_3,75 STG_L_6_4,76 STG_R_6_4,77 STG_L_6_5,78 STG_R_6_5,79 STG_L_6_6,80 STG_R_6_6,81 MTG_L_4_1,82 MTG_R_4_1,83 MTG_L_4_2,84 MTG_R_4_2,85 MTG_L_4_3,86 MTG_R_4_3,87 MTG_L_4_4,88 MTG_R_4_4,89 ITG_L_7_1,90 ITG_R_7_1,91 ITG_L_7_2,92 ITG_R_7_2,93 ITG_L_7_3,94 ITG_R_7_3,95 ITG_L_7_4,96 ITG_R_7_4,97 ITG_L_7_5,98 ITG_R_7_5,99 ITG_L_7_6,100 ITG_R_7_6,101 ITG_L_7_7,102 ITG_R_7_7,103 FuG_L_3_1,104 FuG_R_3_1,105 FuG_L_3_2,106 FuG_R_3_2,107 FuG_L_3_3,108 FuG_R_3_3,109 PhG_L_6_1,110 PhG_R_6_1,111 PhG_L_6_2,112 PhG_R_6_2,113 PhG_L_6_3,114 PhG_R_6_3,115 PhG_L_6_4,116 PhG_R_6_4,117 PhG_L_6_5,118 PhG_R_6_5,119 PhG_L_6_6,120 PhG_R_6_6,121 pSTS_L_2_1,122 pSTS_R_2_1,123 pSTS_L_2_2,124 pSTS_R_2_2,125 SPL_L_5_1,126 SPL_R_5_1,127 SPL_L_5_2,128 SPL_R_5_2,129 SPL_L_5_3,130 SPL_R_5_3,131 SPL_L_5_4,132 SPL_R_5_4,133 SPL_L_5_5,134 SPL_R_5_5,135 IPL_L_6_1,136 IPL_R_6_1,137 IPL_L_6_2,138 IPL_R_6_2,139 IPL_L_6_3,140 IPL_R_6_3,141 IPL_L_6_4,142 IPL_R_6_4,143 IPL_L_6_5,144 IPL_R_6_5,145 IPL_L_6_6,146 IPL_R_6_6,147 PCun_L_4_1,148 PCun_R_4_1,149 PCun_L_4_2,150 PCun_R_4_2,151 PCun_L_4_3,152 PCun_R_4_3,153 PCun_L_4_4,154 PCun_R_4_4,155 PoG_L_4_1,156 PoG_R_4_1,157 PoG_L_4_2,158 PoG_R_4_2,159 PoG_L_4_3,160 PoG_R_4_3,161 PoG_L_4_4,162 PoG_R_4_4,163 INS_L_6_1,164 INS_R_6_1,165 INS_L_6_2,166 INS_R_6_2,167 INS_L_6_3,168 INS_R_6_3,169 INS_L_6_4,170 INS_R_6_4,171 INS_L_6_5,172 INS_R_6_5,173 INS_L_6_6,174 INS_R_6_6,175 CG_L_7_1,176 CG_R_7_1,177 CG_L_7_2,178 CG_R_7_2,179 CG_L_7_3,180 CG_R_7_3,181 CG_L_7_4,182 CG_R_7_4,183 CG_L_7_5,184 CG_R_7_5,185 CG_L_7_6,186 CG_R_7_6,187 CG_L_7_7,188 CG_R_7_7,189 Cun_L_5_1,190 Cun_R_5_1,191 Cun_L_5_2,192 Cun_R_5_2,193 Cun_L_5_3,194 Cun_R_5_3,195 Cun_L_5_4,196 Cun_R_5_4,197 Cun_L_5_5,198 Cun_R_5_5,199 OcG_L_4_1,200 OcG_R_4_1,201 OcG_L_4_2,202 OcG_R_4_2,203 OcG_L_4_3,204 OcG_R_4_3,205 OcG_L_4_4,206 OcG_R_4_4,207 sOcG_L_2_1,208 sOcG_R_2_1,209 sOcG_L_2_2,210 sOcG_R_2_2,211 Amyg_L_2_1,212 Amyg_R_2_1,213 Amyg_L_2_2,214 Amyg_R_2_2,215 Hipp_L_2_1,216 Hipp_R_2_1,217 Hipp_L_2_2,218 Hipp_R_2_2,219 Str_L_6_1,220 Str_R_6_1,221 Str_L_6_2,222 Str_R_6_2,223 Str_L_6_3,224 Str_R_6_3,225 Str_L_6_4,226 Str_R_6_4,227 Str_L_6_5,228 Str_R_6_5,229 Str_L_6_6,230 Str_R_6_6,231 Tha_L_8_1,232 Tha_R_8_1,233 Tha_L_8_2,234 Tha_R_8_2,235 Tha_L_8_3,236 Tha_R_8_3,237 Tha_L_8_4,238 Tha_R_8_4,239 Tha_L_8_5,240 Tha_R_8_5,241 Tha_L_8_6,242 Tha_R_8_6,243 Tha_L_8_7,244 Tha_R_8_7,245 Tha_L_8_8,246 Tha_R_8_8
bnatlas.n,6202.0,7013.0,7136.0,5847.0,6071.0,6995.0,5372.0,5291.0,6007.0,5923.0,5429.0,6934.0,8138.0,7462.0,8655.0,8191.0,6469.0,4740.0,6420.0,8185.0,8063.0,7599.0,7832.0,6390.0,4917.0,4925.0,6681.0,8190.0,2602.0,2920.0,3055.0,2660.0,2454.0,2978.0,2987.0,3327.0,3867.0,4543.0,2381.0,2230.0,4085.0,5282.0,4082.0,3908.0,7655.0,9634.0,4995.0,5777.0,7425.0,6339.0,4661.0,3948.0,6977.0,4305.0,5664.0,6880.0,4934.0,5084.0,2133.0,3500.0,3573.0,3233.0,5847.0,5331.0,3022.0,3781.0,3901.0,4693.0,5789.0,5330.0,3883.0,3095.0,6414.0,5773.0,4693.0,4326.0,3986.0,5112.0,5236.0,2672.0,4189.0,5760.0,6337.0,7568.0,4777.0,5749.0,6642.0,9759.0,2315.0,1505.0,2540.0,1856.0,3905.0,3376.0,3517.0,3511.0,3321.0,2740.0,3960.0,3054.0,4523.0,4554.0,8200.0,8555.0,6857.0,6199.0,7741.0,6957.0,1339.0,1135.0,1244.0,1373.0,1303.0,1157.0,1507.0,1054.0,827.0,1106.0,1015.0,1213.0,2766.0,2747.0,2854.0,2227.0,3194.0,4361.0,3775.0,4035.0,3998.0,3140.0,3776.0,3666.0,3212.0,3621.0,8313.0,9656.0,6657.0,7789.0,8139.0,8595.0,8591.0,9329.0,12425.0,10611.0,8466.0,9888.0,3955.0,3805.0,4503.0,5203.0,7266.0,8601.0,6238.0,7537.0,7353.0,7243.0,4846.0,4763.0,6001.0,5996.0,5345.0,4068.0,2624.0,2169.0,1875.0,1653.0,2029.0,1947.0,2153.0,2258.0,2334.0,2158.0,2937.0,2325.0,3604.0,3474.0,1545.0,2215.0,3869.0,3170.0,2878.0,2492.0,2840.0,2182.0,4668.0,4458.0,4751.0,3467.0,3979.0,4976.0,6557.0,6723.0,5041.0,4658.0,5963.0,6964.0,7747.0,8055.0,6576.0,6745.0,6036.0,6374.0,7946.0,8067.0,8124.0,7296.0,4903.0,5229.0,4776.0,6121.0,1256.0,1647.0,715.0,997.0,4541.0,3884.0,4634.0,4840.0,3665.0,2722.0,2559.0,2542.0,2573.0,3100.0,2568.0,1998.0,4263.0,5416.0,3498.0,3585.0,1614.0,1412.0,1044.0,1547.0,1060.0,1249.0,1751.0,1670.0,1965.0,1847.0,1801.0,1242.0,1595.0,1200.0,2861.0,2066.0
sub-50003,6202.0,7013.0,7136.0,5847.0,6071.0,6995.0,5372.0,5291.0,6007.0,5923.0,5429.0,6934.0,8138.0,7462.0,8655.0,8191.0,6469.0,4740.0,6420.0,8185.0,8063.0,7599.0,7832.0,6390.0,4917.0,4925.0,6681.0,8190.0,2602.0,2920.0,3055.0,2660.0,2454.0,2978.0,2987.0,3327.0,3867.0,4543.0,2381.0,2230.0,4085.0,5282.0,4082.0,3908.0,7261.173633440514,9391.389114541023,4652.985668789809,5543.248554913294,5132.934782608696,5236.91497461929,4661.0,3948.0,6977.0,4305.0,5664.0,6880.0,4934.0,5084.0,2133.0,3500.0,3573.0,3233.0,5847.0,5331.0,3022.0,3781.0,3901.0,4693.0,3434.1525423728813,3593.896499238965,3883.0,3095.0,6414.0,5773.0,4693.0,4326.0,3986.0,5112.0,5236.0,2672.0,4189.0,5695.2808988764045,5947.8859649122805,6524.691410392365,4777.0,5749.0,6642.0,9759.0,2291.377551020408,965.6358381502889,2540.0,1856.0,3671.985596707819,725.1551312649165,3171.065573770492,2072.193763919822,3321.0,2740.0,3919.837728194726,2807.045822102426,2969.6464646464647,2788.5000000000005,7998.624754420432,5287.521166509878,6857.0,6199.0,7629.158926728586,6957.0,1339.0,967.1478873239437,1244.0,1365.3296089385474,1303.0,1157.0,1469.8817733990147,669.984496124031,818.8118811881188,266.9655172413793,1015.0,1213.0,2766.0,2747.0,2854.0,2227.0,3194.0,4361.0,3775.0,4035.0,3998.0,3140.0,3776.0,3666.0,3212.0,3621.0,8313.0,9656.0,6657.0,7789.0,8139.0,8595.0,8591.0,9329.0,12425.0,10611.0,8466.0,9888.0,3955.0,3805.0,4503.0,5203.0,7266.0,8601.0,6238.0,7537.0,7353.0,7243.0,4846.0,4763.0,6001.0,5996.0,5345.0,4068.0,2624.0,2169.0,1875.0,1653.0,2029.0,1947.0,2153.0,2258.0,2334.0,2158.0,2937.0,2325.0,3604.0,3474.0,1545.0,2215.0,3869.0,3170.0,2878.0,2492.0,2840.0,2182.0,4668.0,4458.0,4751.0,3467.0,3979.0,4976.0,6557.0,6723.0,5041.0,4658.0,5963.0,6964.0,7747.0,8055.0,6576.0,6745.0,6036.0,6374.0,7946.0,8067.0,8124.0,7296.0,4903.0,5229.0,4776.0,6121.0,1203.9763313609467,1647.0,715.0,997.0,4524.897163120568,3884.0,4634.0,4840.0,3665.0,2722.0,2551.0031249999997,2542.0,2502.183486238532,3100.0,2568.0,1998.0,4263.0,5416.0,3498.0,3585.0,1614.0,1412.0,878.2857142857143,1547.0,1022.9370629370629,1249.0,1751.0,1670.0,1965.0,1847.0,1801.0,1242.0,1595.0,1200.0,2710.8370165745855,2066.0
sub-50017,6202.0,7013.0,7136.0,5847.0,6071.0,6995.0,5372.0,5291.0,6007.0,5923.0,5429.0,6934.0,8138.0,7462.0,8655.0,8191.0,6469.0,4740.0,6420.0,8185.0,8063.0,7599.0,7832.0,6390.0,4917.0,4925.0,6681.0,8190.0,2602.0,2920.0,3055.0,2660.0,2454.0,2978.0,2987.0,3327.0,3867.0,4543.0,2381.0,2230.0,4069.2581888246627,5282.0,4082.0,3908.0,7154.512325830654,8647.904142973193,3006.544585987261,4232.570809248555,4043.396739130435,2654.6573604060914,4661.0,3948.0,6977.0,4305.0,5664.0,6880.0,4934.0,5084.0,2133.0,3500.0,3573.0,3233.0,5847.0,5331.0,3022.0,3781.0,3901.0,4693.0,4889.579096045198,3845.388127853881,3883.0,3095.0,6414.0,5773.0,4693.0,4326.0,3986.0,5112.0,5236.0,2672.0,4189.0,5590.112359550561,6337.0,7568.0,4777.0,5749.0,6642.0,9759.0,1818.9285714285713,1435.4046242774566,2540.0,1856.0,3832.685185185185,3367.942720763723,3327.5597189695554,3409.3452115812916,3321.0,2740.0,3735.0912778904662,2346.064690026954,1560.9680134680134,2293.5,5984.872298624754,7549.002822201317,6857.0,6199.0,7349.556243550052,6941.061855670103,1053.7692307692307,1127.0070422535211,957.5526315789474,1280.9553072625697,1266.1920903954804,1157.0,653.2807881773399,702.6666666666666,712.3663366336633,457.6551724137931,1015.0,1213.0,2766.0,2747.0,2854.0,2227.0,3194.0,4361.0,3775.0,4035.0,3998.0,3140.0,3776.0,3666.0,3212.0,3621.0,8313.0,9656.0,6657.0,7789.0,8139.0,8595.0,8591.0,9329.0,12425.0,10611.0,8466.0,9888.0,3955.0,3805.0,4503.0,5203.0,7266.0,8601.0,6238.0,7537.0,7353.0,7243.0,4846.0,4763.0,6001.0,5996.0,5345.0,4068.0,2624.0,2169.0,1875.0,1653.0,2029.0,1947.0,2153.0,2258.0,2334.0,2158.0,2937.0,2325.0,3604.0,3474.0,1545.0,2215.0,3869.0,3170.0,2878.0,2492.0,2840.0,2182.0,4668.0,4458.0,4751.0,3467.0,3979.0,4976.0,6557.0,6723.0,5041.0,4658.0,5963.0,6964.0,7747.0,8055.0,6576.0,6745.0,6036.0,6374.0,7946.0,8067.0,8124.0,7296.0,4903.0,5229.0,4776.0,6121.0,1174.2485207100592,1601.4608294930877,715.0,997.0,4396.074468085107,3756.394250513347,4584.962962962963,4840.0,3657.032608695652,2706.5779036827194,2439.046875,2451.508090614887,2478.577981651376,2957.289002557545,2543.7735849056603,1967.142857142857,4263.0,5416.0,3498.0,3585.0,1614.0,1412.0,1002.5714285714286,1547.0,1060.0,1249.0,1751.0,1670.0,1965.0,1847.0,1801.0,1242.0,1595.0,1200.0,2861.0,2066.0
sub-50025,6202.0,7013.0,7136.0,5847.0,6071.0,6995.0,5372.0,5291.0,6007.0,5923.0,5429.0,6934.0,8138.0,7462.0,8655.0,8191.0,6469.0,4740.0,6420.0,8185.0,8063.0,7599.0,7832.0,6390.0,4917.0,4925.0,6681.0,8150.625,2602.0,2920.0,3055.0,2660.0,2454.0,2978.0,2987.0,3327.0,3867.0,4543.0,2381.0,2230.0,4085.0,5282.0,4082.0,3908.0,7572.952840300108,9156.604386677498,3563.312101910828,4174.132947976879,5294.347826086956,4593.361675126904,4661.0,3948.0,6977.0,4305.0,5664.0,6880.0,4934.0,5084.0,2133.0,3500.0,3573.0,3233.0,5847.0,5331.0,3022.0,3781.0,3901.0,4693.0,3998.334745762712,4551.187214611872,3883.0,3095.0,6414.0,5773.0,4693.0,4326.0,3986.0,5112.0,5236.0,2672.0,4173.340186915888,5662.921348314607,5550.830827067669,6990.167550371156,4777.0,5749.0,6642.0,9759.0,1960.6632653061226,1304.913294797688,2469.877300613497,1719.4112554112555,1783.7654320987654,2094.892601431981,3376.9789227166275,2932.3496659242765,3321.0,2740.0,3542.312373225152,2774.118598382749,1142.1717171717173,2268.75,6299.017681728879,7186.84383819379,6857.0,6199.0,7341.567595459236,6917.154639175258,1323.1538461538462,1135.0,1244.0,1373.0,1303.0,1157.0,1469.8817733990147,1037.6589147286822,736.9306930693069,961.0758620689654,1015.0,1213.0,2766.0,2747.0,2854.0,2227.0,3194.0,4361.0,3775.0,4035.0,3998.0,3140.0,3776.0,3666.0,3212.0,3621.0,8313.0,9656.0,6657.0,7789.0,8139.0,8595.0,8591.0,9329.0,12425.0,10611.0,8466.0,9888.0,3955.0,3805.0,4503.0,5203.0,7266.0,8601.0,6238.0,7537.0,7353.0,7243.0,4846.0,4763.0,6001.0,5996.0,5345.0,4068.0,2624.0,2169.0,1875.0,1653.0,2029.0,1947.0,2153.0,2258.0,2334.0,2158.0,2937.0,2325.0,3604.0,3474.0,1545.0,2215.0,3869.0,3170.0,2878.0,2492.0,2840.0,2182.0,4668.0,4458.0,4751.0,3467.0,3979.0,4976.0,6557.0,6723.0,5041.0,4658.0,5963.0,6964.0,7747.0,8055.0,6576.0,6745.0,6036.0,6374.0,7946.0,8067.0,8124.0,7296.0,4903.0,5229.0,4776.0,6121.0,1256.0,1647.0,715.0,997.0,4541.0,3884.0,4634.0,4840.0,3665.0,2722.0,2559.0,2542.0,2573.0,3100.0,2568.0,1998.0,4263.0,5416.0,3498.0,3585.0,1614.0,1412.0,1027.4285714285713,1547.0,1052.5874125874127,1249.0,1751.0,1670.0,1965.0,1847.0,1801.0,1242.0,1595.0,1200.0,2861.0,2066.0
sub-50028,6202.0,7013.0,7136.0,5847.0,6071.0,6995.0,5372.0,5291.0,6007.0,5923.0,5429.0,6934.0,8138.0,7462.0,8655.0,8191.0,6469.0,4740.0,6420.0,8185.0,8063.0,7599.0,7832.0,6390.0,4917.0,4925.0,6681.0,8190.0,2602.0,2920.0,3055.0,2660.0,2454.0,2978.0,2987.0,3327.0,3867.0,4543.0,2381.0,2230.0,4085.0,5282.0,4082.0,3908.0,7613.976420150054,9383.562956945572,4597.3089171974525,5392.979768786126,5157.146739130435,3644.1205583756346,4661.0,3948.0,6977.0,4305.0,5664.0,6880.0,4934.0,5084.0,2133.0,3500.0,3573.0,3233.0,5847.0,5331.0,3022.0,3781.0,3901.0,4693.0,5625.468926553673,4616.088280060882,3883.0,3095.0,6414.0,5773.0,4693.0,4326.0,3986.0,5112.0,5236.0,2672.0,4173.340186915888,5719.550561797752,6337.0,7568.0,4777.0,5749.0,6642.0,9759.0,2252.006802721088,1496.300578034682,2540.0,1856.0,3905.0,3335.713603818616,3426.3981264637,3495.360801781737,3321.0,2740.0,3935.902636916836,2790.5822102425877,2154.8973063973062,3069.0,8071.119842829076,7919.209783631232,6857.0,6199.0,7685.079463364293,6869.340206185568,1339.0,1135.0,1203.078947368421,1373.0,1303.0,1157.0,1507.0,1054.0,810.6237623762377,1052.606896551724,1015.0,1213.0,2766.0,2747.0,2854.0,2227.0,3194.0,4361.0,3775.0,4035.0,3998.0,3140.0,3776.0,3666.0,3212.0,3621.0,8313.0,9656.0,6657.0,7789.0,8139.0,8595.0,8591.0,9329.0,12425.0,10611.0,8466.0,9888.0,3955.0,3805.0,4503.0,5203.0,7266.0,8601.0,6238.0,7537.0,7353.0,7243.0,4846.0,4763.0,6001.0,5996.0,5345.0,4068.0,2624.0,2169.0,1875.0,1653.0,2029.0,1947.0,2153.0,2258.0,2334.0,2158.0,2937.0,2325.0,3604.0,3474.0,1545.0,2215.0,3869.0,3170.0,2878.0,2492.0,2840.0,2182.0,4668.0,4458.0,4751.0,3467.0,3979.0,4976.0,6557.0,6723.0,5041.0,4658.0,5963.0,6964.0,7747.0,8055.0,6576.0,6745.0,6036.0,6374.0,7946.0,8067.0,8124.0,7296.0,4903.0,5229.0,4776.0,6121.0,1256.0,1647.0,715.0,997.0,4541.0,3884.0,4634.0,4840.0,3665.0,2629.467422096317,2423.053125,2542.0,2423.4984709480123,2711.5089514066494,2535.698113207547,1998.0,4263.0,5416.0,3498.0,3585.0,1614.0,1412.0,977.7142857142857,1547.0,1060.0,1249.0,1751.0,1670.0,1965.0,1847.0,1801.0,1242.0,1595.0,1200.0,2837.2900552486185,2066.0
sub-50044,6202.0,7013.0,7136.0,5847.0,6071.0,6995.0,5372.0,5291.0,6007.0,5923.0,5429.0,6934.0,8138.0,7462.0,8655.0,8191.0,6469.0,4740.0,6420.0,8185.0,8063.0,7599.0,7832.0,6390.0,4917.0,4925.0,6681.0,8134.875,2602.0,2920.0,3055.0,2660.0,2454.0,2978.0,2987.0,3327.0,3867.0,4543.0,2381.0,2230.0,4085.0,5282.0,4082.0,3908.0,7187.331189710611,8867.036555645816,3555.358280254777,4649.9841040462425,4664.836956521739,3394.743654822335,4661.0,3948.0,6977.0,4305.0,5664.0,6880.0,4934.0,5084.0,2133.0,3500.0,3573.0,3233.0,5847.0,5331.0,3022.0,3781.0,3901.0,4693.0,3687.6257062146897,3415.418569254186,3883.0,3095.0,6414.0,5773.0,4693.0,4326.0,3986.0,5112.0,5236.0,2672.0,4189.0,5760.0,6233.765664160401,6075.266171792153,4777.0,5749.0,6642.0,9759.0,1535.4591836734694,948.2369942196531,2540.0,1791.7229437229437,2008.7448559670781,644.582338902148,3261.6674473067915,2854.153674832962,3321.0,2740.0,3951.9675456389455,3004.6091644204853,1994.993265993266,2285.25,4228.880157170924,3581.3499529633114,6849.008158508158,6199.0,6910.180598555212,6662.144329896907,808.1538461538461,503.556338028169,1219.4473684210527,1188.9106145251396,1303.0,1157.0,913.1083743842365,531.0852713178294,458.5346534653466,297.4758620689655,1015.0,1213.0,2766.0,2747.0,2854.0,2227.0,3194.0,4361.0,3775.0,4035.0,3998.0,3140.0,3776.0,3666.0,3212.0,3621.0,8313.0,9656.0,6657.0,7789.0,8139.0,8595.0,8591.0,9329.0,12425.0,10611.0,8466.0,9888.0,3955.0,3805.0,4503.0,5203.0,7266.0,8601.0,6238.0,7537.0,7353.0,7243.0,4846.0,4763.0,6001.0,5996.0,5345.0,4068.0,2624.0,2169.0,1875.0,1653.0,2029.0,1947.0,2153.0,2258.0,2334.0,2158.0,2937.0,2325.0,3604.0,3474.0,1545.0,2215.0,3869.0,3170.0,2878.0,2492.0,2840.0,2182.0,4668.0,4458.0,4751.0,3467.0,3979.0,4976.0,6557.0,6723.0,5041.0,4658.0,5963.0,6964.0,7747.0,8055.0,6576.0,6745.0,6036.0,6374.0,7946.0,8067.0,8124.0,7296.0,4903.0,5229.0,4776.0,6121.0,1256.0,1548.331797235023,715.0,997.0,4541.0,3836.1478439425055,4634.0,4840.0,3665.0,2722.0,2503.021875,2542.0,2573.0,3100.0,2568.0,1998.0,4263.0,5416.0,3498.0,3585.0,1614.0,1412.0,944.5714285714286,1531.1333333333334,1030.3496503496503,1249.0,1751.0,1670.0,1965.0,1847.0,1801.0,1242.0,1595.0,1200.0,2837.2900552486185,2066.0
sub-50048,6202.0,7013.0,7136.0,5847.0,6071.0,6995.0,5372.0,5291.0,6007.0,5923.0,5429.0,6934.0,8138.0,7462.0,8655.0,8191.0,6469.0,4740.0,6420.0,8185.0,8063.0,7599.0,7832.0,6390.0,4917.0,4925.0,6681.0,8190.0,2602.0,2920.0,3055.0,2660.0,2454.0,2978.0,2987.0,3327.0,3867.0,4543.0,2381.0,2230.0,4085.0,5282.0,4082.0,3908.0,7318.606645230439,8514.859463850527,4660.9394904458595,5434.721098265895,3421.9565217391305,2324.8362944162436,4661.0,3948.0,6977.0,4305.0,5664.0,6880.0,4934.0,5084.0,2133.0,3500.0,3573.0,3233.0,5847.0,5331.0,3022.0,3781.0,3901.0,4693.0,4562.516949152542,4023.8660578386603,3883.0,3095.0,6414.0,5773.0,4693.0,4326.0,3986.0,5112.0,5236.0,2672.0,4189.0,5622.47191011236,6337.0,7551.949098621421,4777.0,5749.0,6642.0,9759.0,2220.5102040816328,1505.0,2540.0,1856.0,3905.0,3271.2553699284013,3459.344262295082,3245.1336302895324,3321.0,2740.0,3823.4482758620693,2584.7870619946093,2588.922558922559,2508.0,7668.369351669941,7927.257761053621,6857.0,6199.0,7741.0,6941.061855670103,1156.7692307692307,1135.0,1244.0,1373.0,1303.0,1157.0,757.2118226600986,571.937984496124,425.7821782178218,495.7931034482759,1015.0,1213.0,2766.0,2747.0,2854.0,2227.0,3194.0,4361.0,3775.0,4035.0,3998.0,3140.0,3776.0,3666.0,3212.0,3621.0,8313.0,9656.0,6657.0,7789.0,8139.0,8595.0,8591.0,9329.0,12425.0,10611.0,8466.0,9888.0,3955.0,3805.0,4503.0,5203.0,7266.0,8601.0,6238.0,7537.0,7353.0,7243.0,4846.0,4763.0,6001.0,5996.0,5345.0,4068.0,2624.0,2169.0,1875.0,1653.0,2029.0,1947.0,2153.0,2258.0,2334.0,2158.0,2937.0,2325.0,3604.0,3474.0,1545.0,2215.0,3869.0,3170.0,2878.0,2492.0,2840.0,2182.0,4668.0,4458.0,4727.748776508972,3467.0,3979.0,4976.0,6557.0,6723.0,5041.0,4658.0,5963.0,6964.0,7747.0,8055.0,6576.0,6745.0,6036.0,6374.0,7946.0,8067.0,8124.0,7296.0,4903.0,5229.0,4776.0,6121.0,1129.6568047337278,1350.995391705069,715.0,989.3307692307693,4444.382978723404,3764.369609856263,4634.0,4840.0,3649.0652173913045,2652.6005665722378,2311.0968749999997,2270.5242718446602,2321.207951070336,2560.8695652173915,2454.943396226415,1913.142857142857,4263.0,5416.0,3498.0,3585.0,1614.0,1412.0,1002.5714285714286,1523.2,1052.5874125874127,1249.0,1751.0,1670.0,1965.0,1847.0,1801.0,1242.0,1595.0,1200.0,2821.483425414365,2058.5415162454874
sub-50062,6202.0,7013.0,7136.0,5847.0,6071.0,6995.0,5372.0,5291.0,6007.0,5923.0,5429.0,6934.0,8138.0,7462.0,8655.0,8191.0,6469.0,4740.0,6420.0,8185.0,8063.0,7599.0,7832.0,6390.0,4917.0,4925.0,6664.842805320435,7843.5,2602.0,2920.0,3055.0,2660.0,2454.0,2978.0,2987.0,3327.0,3867.0,4543.0,2381.0,2230.0,3998.4200385356457,5045.614197530865,4082.0,3892.241935483871,6629.410503751339,6660.060113728676,2584.9920382165606,2796.669075144509,2614.8913043478265,1359.506345177665,4661.0,3948.0,6977.0,4305.0,5664.0,6880.0,4934.0,5084.0,2133.0,3500.0,3573.0,3233.0,5847.0,5331.0,3022.0,3781.0,3901.0,4693.0,2502.0254237288136,2011.9330289193301,3883.0,3095.0,6414.0,5773.0,4693.0,4326.0,3970.1825396825398,5088.223255813954,5236.0,2672.0,4055.8915887850467,5015.730337078652,3835.5526315789475,4550.4305408271475,4777.0,5749.0,6642.0,9759.0,1102.3809523809523,504.5664739884393,2540.0,1856.0,329.43415637860085,64.4582338902148,1746.1451990632318,1149.4810690423162,3321.0,2740.0,3911.8052738336714,2502.4690026954177,1439.1363636363635,1196.25,3318.664047151277,2921.415804327375,6857.0,6199.0,6654.543859649123,6741.835051546392,285.2307692307692,63.943661971830984,564.7105263157895,598.290502793296,1118.9604519774011,1058.531914893617,133.6256157635468,89.87596899224806,401.2178217821782,15.255172413793103,1015.0,1213.0,2766.0,2747.0,2854.0,2227.0,3194.0,4361.0,3775.0,4035.0,3998.0,3140.0,3776.0,3666.0,3212.0,3621.0,8313.0,9656.0,6657.0,7789.0,8139.0,8595.0,8591.0,9329.0,12425.0,10611.0,8466.0,9888.0,3955.0,3805.0,4503.0,5203.0,7266.0,8601.0,6238.0,7537.0,7353.0,7243.0,4846.0,4763.0,6001.0,5996.0,5345.0,4068.0,2624.0,2169.0,1875.0,1653.0,2029.0,1947.0,2153.0,2258.0,2334.0,2158.0,2937.0,2325.0,3604.0,3474.0,1545.0,2175.161870503597,3869.0,3170.0,2878.0,2492.0,2840.0,2182.0,4668.0,4458.0,4712.247960848287,3458.4395061728396,3979.0,4976.0,6557.0,6723.0,5041.0,4658.0,5963.0,6964.0,7747.0,8055.0,6576.0,6745.0,6036.0,6374.0,7946.0,8067.0,8124.0,7296.0,4903.0,5229.0,4776.0,6121.0,393.8934911242603,326.3640552995392,676.5591397849463,851.2846153846153,2431.5283687943265,1451.5154004106776,4364.296296296296,4708.522920203735,3665.0,2683.4447592067986,2311.0968749999997,2393.9223300970875,2392.0244648318044,2719.4373401534526,2511.4716981132074,1974.857142857143,4263.0,5416.0,3498.0,3585.0,1614.0,1412.0,894.8571428571428,1547.0,1060.0,1249.0,1751.0,1670.0,1965.0,1847.0,1801.0,1242.0,1595.0,1200.0,2805.6767955801106,2066.0
